order_id,customer_id,n_items,total_cost,order_time,completion_time,duration_min,duration_group,hot_dish_presence,ice_cream_presence,latitude,longitude,distance_km,zone
10106,322,8,65.92,2023-08-07 10:16:00,2023-08-07 11:17:00,61.0,B5,False,True,69.35458686633143,88.16879554347877,2.62,A
10107,154,4,12.16,2023-07-26 20:28:00,2023-07-26 20:53:00,25.0,A,True,False,69.33525991596241,88.12615755250248,3.93,A
10108,151,8,54.0,2023-06-16 14:16:00,2023-06-16 15:19:00,63.0,C,True,False,69.3468842085068,88.07449150614673,10.13,C
10110,436,5,35.5,2023-08-11 20:27:00,2023-08-11 20:40:00,13.0,A,True,False,69.34332525905765,88.17059417787077,1.69,A
10111,13,3,15.899999999999999,2023-07-12 17:12:00,2023-07-12 18:06:00,54.0,B5,True,False,69.25625788920539,88.1958513307918,10.18,C
10112,277,3,22.14,2023-06-22 20:23:00,2023-06-22 20:45:00,22.0,A,True,False,69.27821372323685,88.17011988024628,6.75,B
10113,377,5,17.05,2023-07-08 10:43:00,2023-07-08 11:07:00,24.0,A,True,False,69.31708234501009,88.15922298840965,2.05,A
10114,254,6,30.96,2023-06-24 08:31:00,2023-06-24 09:45:00,74.0,C,False,False,69.24573281701106,88.18265815528893,10.82,C
10115,473,6,36.36,2023-07-03 14:33:00,2023-07-03 14:58:00,25.0,A,False,False,69.33168587546498,88.13633003906213,2.75,A
10116,68,3,25.23,2023-06-14 14:50:00,2023-06-14 15:18:00,28.0,B1,True,False,69.28141148387759,88.16039515708148,6.26,B
10119,85,4,18.12,2023-06-19 18:22:00,2023-06-19 18:53:00,31.0,B1,True,False,69.30496609127884,88.13172527428891,4.77,B
10124,423,9,19.080000000000002,2023-08-22 12:46:00,2023-08-22 13:40:00,54.0,B5,False,False,69.30587058559881,88.14887471870233,3.59,A
10126,335,8,38.48,2023-07-08 16:17:00,2023-07-08 16:42:00,25.0,A,False,False,69.31485103797415,88.14865439135784,2.64,A
10127,147,1,3.84,2023-07-13 18:59:00,2023-07-13 19:31:00,32.0,B2,False,True,69.29799537739723,88.14426336867173,4.66,B
10130,184,8,52.4,2023-08-28 08:46:00,2023-08-28 09:12:00,26.0,B1,True,False,69.32210567077144,88.14143404278464,2.57,A
10133,433,4,13.4,2023-07-08 12:57:00,2023-07-08 13:39:00,42.0,B3,False,False,69.41179288573416,88.10537844876448,11.14,C
10135,402,1,5.78,2023-08-03 13:59:00,2023-08-03 14:28:00,29.0,B1,False,False,69.25813503793428,88.1197751524804,10.15,C
10137,58,1,4.66,2023-06-12 14:18:00,2023-06-12 14:43:00,25.0,A,True,False,69.26920423646548,88.18253571285008,8.17,B
10140,466,9,30.150000000000002,2023-08-12 10:41:00,2023-08-12 11:15:00,34.0,B2,False,False,69.33694795253322,88.19070893227963,3.7,A
10144,163,4,9.76,2023-08-12 08:56:00,2023-08-12 09:28:00,32.0,B2,True,False,69.3614380304579,88.08668296067253,9.16,C
10145,234,8,24.96,2023-08-20 18:50:00,2023-08-20 19:48:00,58.0,B5,False,True,69.30867385922045,88.15033240715516,3.22,A
10146,392,1,5.36,2023-08-22 09:33:00,2023-08-22 10:10:00,37.0,B2,False,False,69.28326924535445,88.12154382150436,7.51,B
10147,302,3,8.129999999999999,2023-07-25 18:32:00,2023-07-25 18:47:00,15.0,A,True,False,69.30175165618277,88.14164601381322,4.39,A
10149,485,5,26.9,2023-08-05 17:30:00,2023-08-05 18:13:00,43.0,B3,True,False,69.42604054908855,88.09137874591438,13.47,D
10154,302,5,20.65,2023-08-26 11:41:00,2023-08-26 12:35:00,54.0,B5,False,False,69.30175165618277,88.14164601381322,4.39,A
10155,72,7,39.830000000000005,2023-07-12 17:34:00,2023-07-12 18:51:00,77.0,C,False,True,69.25595628980462,88.18017659349765,9.58,C
10156,500,5,39.85,2023-07-25 11:48:00,2023-07-25 12:07:00,19.0,A,False,False,69.33670821769446,88.1445561070644,1.78,A
10157,368,6,25.32,2023-07-18 11:58:00,2023-07-18 12:29:00,31.0,B1,False,False,69.32914908173936,88.1358313734001,2.85,A
10159,369,9,28.349999999999998,2023-07-21 18:07:00,2023-07-21 19:02:00,55.0,B5,True,False,69.2920294077421,88.12949918686121,6.13,B
10160,132,5,7.55,2023-06-07 17:24:00,2023-06-07 17:59:00,35.0,B2,True,False,69.42534939015604,88.16347124625482,10.74,C
10161,44,9,70.47,2023-08-20 17:41:00,2023-08-20 18:18:00,37.0,B2,True,False,69.32664419305026,88.19613184043618,4.43,A
10162,292,1,4.59,2023-06-05 17:29:00,2023-06-05 18:06:00,37.0,B2,True,False,69.33893806313323,88.20675566975005,5.61,B
10163,248,5,25.45,2023-08-02 19:24:00,2023-08-02 20:30:00,66.0,C,False,False,69.3701572000356,88.23353273210279,9.71,C
10164,38,12,36.24,2023-08-23 14:07:00,2023-08-23 15:27:00,80.0,C,False,False,69.40359010438337,88.22586487120338,11.32,C
10166,68,1,2.11,2023-07-01 11:26:00,2023-07-01 11:55:00,29.0,B1,False,False,69.28141148387759,88.16039515708148,6.26,B
10167,224,14,100.8,2023-06-04 13:53:00,2023-06-04 15:03:00,70.0,C,True,False,69.30581841511051,88.17173443756457,3.68,A
10170,242,10,68.4,2023-07-04 17:25:00,2023-07-04 18:05:00,40.0,B3,False,False,69.30455482144869,88.1876492153989,4.85,B
10172,228,5,31.8,2023-08-17 18:15:00,2023-08-17 18:59:00,44.0,B4,True,False,69.36315366502596,88.11180407463279,6.57,B
10173,31,10,80.60000000000001,2023-06-13 15:53:00,2023-06-13 17:19:00,86.0,C,False,False,69.40169646662297,88.19470155970566,8.97,C
10176,141,6,29.700000000000003,2023-08-29 14:18:00,2023-08-29 15:02:00,44.0,B4,False,False,69.36974999839742,88.15874615877814,4.17,A
10177,387,7,15.819999999999999,2023-07-17 13:55:00,2023-07-17 15:01:00,66.0,C,False,False,69.31459615222361,88.06743043948374,11.11,C
10178,497,10,69.0,2023-08-02 12:42:00,2023-08-02 13:34:00,52.0,B5,False,False,69.36972840901464,88.10011593353981,8.15,B
10181,357,4,33.64,2023-06-15 17:47:00,2023-06-15 18:27:00,40.0,B3,False,True,69.33606731829167,88.19319052396209,3.99,A
10182,472,5,18.35,2023-07-24 16:34:00,2023-07-24 17:08:00,34.0,B2,True,False,69.38606034302825,88.19996641334218,7.75,B
10185,364,4,19.96,2023-06-08 13:59:00,2023-06-08 14:55:00,56.0,B5,True,False,69.41089711690937,88.11662760405673,10.35,C
10188,159,2,6.98,2023-07-07 15:06:00,2023-07-07 15:30:00,24.0,A,True,False,69.40675675254873,88.16426658777353,8.56,C
10196,321,4,25.36,2023-06-29 17:24:00,2023-06-29 18:00:00,36.0,B2,False,False,69.31713037909695,88.20784824345985,6.07,B
10200,64,7,27.86,2023-08-14 15:39:00,2023-08-14 16:26:00,47.0,B4,True,False,69.32805219892116,88.21947200964735,7.13,B
10202,1,3,13.26,2023-06-21 09:22:00,2023-06-21 09:48:00,26.0,B1,False,False,69.35255725541688,88.17921531295882,3.17,A
10204,406,4,25.68,2023-07-26 15:23:00,2023-07-26 15:48:00,25.0,A,False,False,69.33889076530859,88.17605577706416,2.03,A
10205,394,2,4.56,2023-07-14 11:30:00,2023-07-14 12:06:00,36.0,B2,False,True,69.31477045436286,88.17315729711633,2.83,A
10206,500,3,5.28,2023-07-20 18:41:00,2023-07-20 19:01:00,20.0,A,False,False,69.33670821769446,88.1445561070644,1.78,A
10207,199,8,29.84,2023-08-28 14:34:00,2023-08-28 15:05:00,31.0,B1,True,False,69.35405233284126,88.17544310674603,2.99,A
10208,355,5,48.5,2023-07-11 17:10:00,2023-07-11 17:46:00,36.0,B2,True,False,69.41997943161093,88.1738179033584,10.24,C
10209,317,2,10.94,2023-07-27 14:22:00,2023-07-27 14:36:00,14.0,A,False,False,69.32377185554927,88.16208222226442,1.3,A
10214,277,15,99.15,2023-07-12 12:29:00,2023-07-12 13:46:00,77.0,C,True,False,69.27821372323685,88.17011988024628,6.75,B
10218,43,2,10.46,2023-07-02 09:01:00,2023-07-02 09:27:00,26.0,B1,False,True,69.34480328288959,88.24750607468134,10.47,C
10219,481,9,60.39,2023-08-19 10:11:00,2023-08-19 10:54:00,43.0,B3,False,True,69.3735152814038,88.17972174768556,5.2,B
10222,82,2,1.78,2023-08-07 16:27:00,2023-08-07 17:12:00,45.0,B4,True,False,69.36761256432305,88.11212410936902,6.82,B
10224,447,7,5.390000000000001,2023-06-17 10:44:00,2023-06-17 11:33:00,49.0,B4,False,False,69.3286475644305,88.2324024225054,8.64,C
10225,172,9,38.339999999999996,2023-06-27 17:55:00,2023-06-27 18:55:00,60.0,B5,True,False,69.2662575180044,88.14119865813565,8.33,B
10226,354,7,20.16,2023-07-08 14:18:00,2023-07-08 14:53:00,35.0,B2,True,False,69.33353027202793,88.13090322308403,3.37,A
10231,55,3,4.199999999999999,2023-08-01 10:13:00,2023-08-01 10:41:00,28.0,B1,False,True,69.35815749003304,88.13890427903851,3.71,A
10234,281,15,65.85,2023-07-30 10:51:00,2023-07-30 11:49:00,58.0,B5,False,False,69.39050545765008,88.22875806472135,10.53,C
10236,179,6,15.72,2023-07-18 15:32:00,2023-07-18 16:44:00,72.0,C,True,False,69.39168080292642,88.1280469275479,7.71,B
10237,485,2,10.46,2023-06-06 12:57:00,2023-06-06 13:32:00,35.0,B2,False,False,69.42604054908855,88.09137874591438,13.47,D
10238,243,1,4.55,2023-06-26 12:48:00,2023-06-26 13:11:00,23.0,A,True,False,69.32913592601868,88.17169848382684,1.58,A
10244,269,2,5.18,2023-08-10 15:56:00,2023-08-10 16:27:00,31.0,B1,False,False,69.34831997212969,88.12257245894487,4.65,B
10247,198,6,56.099999999999994,2023-08-08 09:05:00,2023-08-08 09:48:00,43.0,B3,False,False,69.3747625720611,88.07129975079494,11.44,C
10248,375,2,6.28,2023-08-28 08:01:00,2023-08-28 08:43:00,42.0,B3,False,True,69.39421286651044,88.15223780135693,7.11,B
10249,325,2,12.38,2023-08-11 15:22:00,2023-08-11 16:00:00,38.0,B3,True,False,69.3703035643334,88.19384921447114,5.87,B
10250,53,5,26.85,2023-08-15 17:03:00,2023-08-15 17:27:00,24.0,A,True,False,69.35782833513362,88.14028493374585,3.57,A
10253,74,2,15.08,2023-08-25 16:56:00,2023-08-25 17:27:00,31.0,B1,True,False,69.32683630883619,88.19498992412932,4.29,A
10256,160,5,9.65,2023-07-28 19:12:00,2023-07-28 19:58:00,46.0,B4,False,False,69.31036331634154,88.23771930767617,9.67,C
10259,301,2,10.36,2023-08-29 09:15:00,2023-08-29 10:11:00,56.0,B5,True,False,69.26558004438068,88.17666258159242,8.38,B
10260,369,1,5.53,2023-07-09 12:16:00,2023-07-09 12:36:00,20.0,A,False,False,69.2920294077421,88.12949918686121,6.13,B
10262,74,5,28.599999999999998,2023-07-22 11:09:00,2023-07-22 11:49:00,40.0,B3,False,False,69.32683630883619,88.19498992412932,4.29,A
10263,296,1,4.95,2023-08-15 12:20:00,2023-08-15 12:40:00,20.0,A,True,False,69.3597798125884,88.19927252456996,5.57,B
10264,359,5,21.75,2023-06-25 13:30:00,2023-06-25 14:32:00,62.0,B5,False,True,69.33628215633253,88.26378936541556,12.32,C
10266,390,8,40.72,2023-06-29 12:53:00,2023-06-29 13:33:00,40.0,B3,False,False,69.32252227979221,88.19632616739655,4.58,A
10268,399,3,14.28,2023-08-24 13:15:00,2023-08-24 13:49:00,34.0,B2,False,False,69.35246271832307,88.05174983182819,12.89,D
10269,365,1,6.29,2023-08-26 09:26:00,2023-08-26 09:52:00,26.0,B1,True,False,69.32832344164996,88.19131502359932,3.83,A
10272,476,7,19.459999999999997,2023-08-03 09:41:00,2023-08-03 10:01:00,20.0,A,False,False,69.33623653132938,88.1426141328165,2.0,A
10273,125,11,24.75,2023-07-25 18:59:00,2023-07-25 20:04:00,65.0,C,False,False,69.30487290515268,88.15714441846683,3.5,A
10276,4,2,13.02,2023-06-29 18:15:00,2023-06-29 19:22:00,67.0,C,False,True,69.23436690616032,88.24440467506928,15.5,D
10277,275,4,20.96,2023-08-04 11:26:00,2023-08-04 12:08:00,42.0,B3,False,False,69.25578330460522,88.18613084605873,9.8,C
10279,229,2,14.2,2023-06-17 20:17:00,2023-06-17 20:46:00,29.0,B1,True,False,69.37476056275187,88.05330173994648,13.4,D
10280,465,1,6.36,2023-07-14 09:49:00,2023-07-14 10:30:00,41.0,B3,True,False,69.39234390265536,88.19794912068625,8.21,B
10282,401,14,88.33999999999999,2023-08-25 13:43:00,2023-08-25 14:19:00,36.0,B2,False,False,69.38025503530332,88.1444608566646,5.69,B
10285,124,2,14.1,2023-07-14 20:00:00,2023-07-14 20:43:00,43.0,B3,False,True,69.3604067985297,88.06150478079444,11.96,C
10288,135,6,15.72,2023-06-23 17:47:00,2023-06-23 18:41:00,54.0,B5,True,False,69.36439981716093,88.09268682543716,8.64,C
10290,366,2,14.84,2023-07-22 16:06:00,2023-07-22 16:42:00,36.0,B2,False,True,69.35900901063829,88.20255891273028,5.86,B
10291,236,5,23.75,2023-07-03 12:28:00,2023-07-03 13:03:00,35.0,B2,True,False,69.29663317971718,88.10785724217902,7.55,B
10294,54,2,1.5,2023-06-29 10:28:00,2023-06-29 10:58:00,30.0,B1,False,False,69.31579572518021,88.25262009080222,11.22,C
10295,321,6,38.58,2023-08-15 10:00:00,2023-08-15 10:19:00,19.0,A,True,False,69.31713037909695,88.20784824345985,6.07,B
10296,137,8,51.04,2023-06-25 14:30:00,2023-06-25 15:19:00,49.0,B4,False,False,69.32280293974398,88.140922785171,2.58,A
10299,475,7,33.04,2023-07-12 13:27:00,2023-07-12 14:06:00,39.0,B3,False,False,69.35095065228562,88.2009917479586,5.28,B
10301,276,7,36.96,2023-08-11 14:01:00,2023-08-11 14:27:00,26.0,B1,False,False,69.28238670339968,88.10010842958113,9.32,C
10303,296,2,14.04,2023-06-06 11:02:00,2023-06-06 11:30:00,28.0,B1,True,False,69.3597798125884,88.19927252456996,5.57,B
10305,353,12,22.919999999999998,2023-06-27 10:43:00,2023-06-27 11:32:00,49.0,B4,True,False,69.27315943165094,88.2105075044399,9.42,C
10306,488,1,4.62,2023-06-05 15:42:00,2023-06-05 16:38:00,56.0,B5,False,False,69.4058094080441,88.22805856834603,11.69,C
10308,219,5,29.45,2023-08-25 11:43:00,2023-08-25 12:23:00,40.0,B3,False,False,69.29959107621262,88.24803447016107,11.24,C
10309,322,7,23.24,2023-07-13 19:12:00,2023-07-13 19:38:00,26.0,B1,True,False,69.35458686633143,88.16879554347877,2.62,A
10311,9,1,6.53,2023-06-07 17:57:00,2023-06-07 18:24:00,27.0,B1,True,False,69.37230386721106,88.15009954855441,4.61,B
10315,358,5,4.45,2023-06-25 13:15:00,2023-06-25 14:04:00,49.0,B4,True,False,69.358456310387,88.18960904703,4.55,A
10318,411,8,44.72,2023-06-10 18:16:00,2023-06-10 19:17:00,61.0,B5,True,False,69.36997508544087,88.20171511040567,6.52,B
10319,479,5,24.25,2023-07-10 14:41:00,2023-07-10 15:10:00,29.0,B1,False,False,69.29960217110043,88.19809925879133,6.14,B
10320,357,6,28.619999999999997,2023-08-15 11:43:00,2023-08-15 12:16:00,33.0,B2,False,False,69.33606731829167,88.19319052396209,3.99,A
10324,319,1,5.12,2023-06-24 13:32:00,2023-06-24 14:14:00,42.0,B3,True,False,69.38427588248904,88.2125076966071,8.6,C
10325,413,2,20.46,2023-06-18 17:43:00,2023-06-18 18:40:00,57.0,B5,True,False,69.27205031927555,88.12610303690802,8.35,B
10326,348,1,5.37,2023-06-01 12:08:00,2023-06-01 12:29:00,21.0,A,False,True,69.26467410033844,88.13716664099091,8.64,C
10327,422,8,52.96,2023-07-26 13:17:00,2023-07-26 14:04:00,47.0,B4,False,False,69.32182821127547,88.11639899713403,5.29,B
10328,439,7,43.68,2023-07-25 19:10:00,2023-07-25 19:53:00,43.0,B3,True,False,69.40094203809372,88.18451331903078,8.39,B
10329,39,10,45.4,2023-07-24 17:11:00,2023-07-24 18:18:00,67.0,C,True,False,69.30390397110449,88.13020570167606,4.99,B
10332,360,5,22.549999999999997,2023-08-07 11:19:00,2023-08-07 11:43:00,24.0,A,False,True,69.36385381259197,88.21275366604264,7.19,B
10337,348,8,39.84,2023-06-30 14:42:00,2023-06-30 15:38:00,56.0,B5,False,False,69.26467410033844,88.13716664099091,8.64,C
10340,161,2,9.04,2023-06-04 16:44:00,2023-06-04 17:09:00,25.0,A,False,True,69.2664832666967,88.1163149547465,9.5,C
10341,168,10,69.7,2023-06-14 18:12:00,2023-06-14 19:06:00,54.0,B5,True,False,69.33904062053982,88.14484879699776,1.81,A
10342,381,4,23.56,2023-07-19 14:33:00,2023-07-19 15:02:00,29.0,B1,False,True,69.26421296178562,88.15936411388849,8.29,B
10344,491,6,11.94,2023-08-04 09:32:00,2023-08-04 10:08:00,36.0,B2,False,False,69.37683694703719,88.16113002140659,5.01,B
10346,179,1,10.49,2023-06-02 17:28:00,2023-06-02 18:00:00,32.0,B2,False,True,69.39168080292642,88.1280469275479,7.71,B
10348,95,1,5.05,2023-07-21 08:05:00,2023-07-21 08:37:00,32.0,B2,False,True,69.39529891613985,88.14613371937911,7.36,B
10349,186,6,34.14,2023-08-19 10:21:00,2023-08-19 11:06:00,45.0,B4,False,True,69.33083003727378,88.22688066274056,7.97,B
10350,113,7,41.79,2023-08-19 10:56:00,2023-08-19 11:45:00,49.0,B4,True,False,69.27999622835665,88.22214320459038,9.8,C
10351,29,4,16.12,2023-06-25 17:47:00,2023-06-25 18:42:00,55.0,B5,True,False,69.35290409775493,88.27041863663216,13.28,D
10354,86,10,88.6,2023-07-02 10:19:00,2023-07-02 11:09:00,50.0,B4,True,False,69.31950980623725,88.17067214014493,2.2,A
10357,331,1,4.87,2023-06-23 09:53:00,2023-06-23 10:41:00,48.0,B4,False,False,69.29833806709742,88.06694440254938,11.72,C
10361,301,2,4.44,2023-06-18 13:13:00,2023-06-18 13:40:00,27.0,B1,False,False,69.26558004438068,88.17666258159242,8.38,B
10364,428,4,7.32,2023-06-19 14:41:00,2023-06-19 15:08:00,27.0,B1,True,False,69.31449330450933,88.13826349276397,3.43,A
10365,65,5,19.0,2023-08-10 11:05:00,2023-08-10 12:07:00,62.0,B5,True,False,69.31053110350553,88.23326343349751,9.16,C
10366,405,7,20.02,2023-07-27 14:16:00,2023-07-27 14:51:00,35.0,B2,False,False,69.32041060285286,88.17607007275974,2.57,A
10368,262,2,10.8,2023-06-14 17:06:00,2023-06-14 17:36:00,30.0,B1,False,False,69.41511973304864,88.18722476817746,10.08,C
10371,120,4,4.8,2023-07-14 16:12:00,2023-07-14 17:11:00,59.0,B5,True,False,69.26482854791081,88.19084461922215,9.01,C
10374,442,5,35.9,2023-06-23 15:02:00,2023-06-23 15:31:00,29.0,B1,False,False,69.32867725348011,88.1767256355708,2.15,A
10375,347,3,17.700000000000003,2023-07-12 16:23:00,2023-07-12 17:39:00,76.0,C,True,False,69.39022950891797,88.25843740227099,13.42,D
10376,251,7,21.560000000000002,2023-07-13 19:37:00,2023-07-13 20:34:00,57.0,B5,False,False,69.38662718908581,88.11322307311107,8.23,B
10378,462,4,22.92,2023-06-14 14:07:00,2023-06-14 14:41:00,34.0,B2,True,False,69.40537255770298,88.17737245738535,8.64,C
10379,447,1,7.79,2023-06-15 20:18:00,2023-06-15 20:49:00,31.0,B1,True,False,69.3286475644305,88.2324024225054,8.64,C
10381,296,4,26.52,2023-08-28 14:50:00,2023-08-28 15:12:00,22.0,A,True,False,69.3597798125884,88.19927252456996,5.57,B
10382,252,19,83.79,2023-08-27 09:22:00,2023-08-27 10:20:00,58.0,B5,False,False,69.29057338455956,88.15358086732923,5.22,B
10385,134,8,58.8,2023-08-11 12:47:00,2023-08-11 13:42:00,55.0,B5,False,False,69.30878998223945,88.18874628975279,4.6,A
10388,218,6,38.64,2023-08-06 18:15:00,2023-08-06 19:03:00,48.0,B4,True,False,69.29078573997162,88.15773322684166,5.15,B
10390,344,1,7.81,2023-07-25 17:37:00,2023-07-25 18:20:00,43.0,B3,True,False,69.2712611316315,88.16810006537648,7.53,B
10391,433,4,25.88,2023-07-31 15:27:00,2023-07-31 16:18:00,51.0,B4,False,False,69.41179288573416,88.10537844876448,11.14,C
10392,221,1,6.78,2023-08-23 17:05:00,2023-08-23 17:37:00,32.0,B2,False,False,69.37670720877635,88.17581002589965,5.35,B
10395,111,5,10.35,2023-08-16 19:27:00,2023-08-16 20:10:00,43.0,B3,True,False,69.39536808439598,88.24995713137608,12.88,D
